preferred_ontology_term	MESH	UMLS	EFO	NCIT	OMIM	DOID	Orphanet	HP	MONDO	ICD-10	label
MONDO_0014433	C537912	C2936864	EFO_0009024		OMIM_615982	DOID_0110126			MONDO_0014433	Q87.89	Bardet-Biedl syndrome 4
MONDO_0012274	C537913				OMIM_609441				MONDO_0012274		"acromesomelic dysplasia, Demirhan type"
MONDO_0008970	C537914	C1859148		NCIT_C131420	OMIM_215045	DOID_0060387	Orphanet_50945		MONDO_0008970	Q78.8	chondrodysplasia Blomstrand type
MONDO_0007604	C537916	C0265263			OMIM_134780		Orphanet_1988		MONDO_0007604	Q87.8	femoral-facial syndrome
MONDO_0009222	C537917	C1856789			OMIM_228250		Orphanet_1986		MONDO_0009222	Q74.8	Gollop-Wolfgang complex
MONDO_0009221	C537918	C1856790|C2363814			OMIM_228200		Orphanet_2019		MONDO_0009221	Q74.8	femur-fibula-ulna complex
MONDO_0009223	C537919	C0271582			OMIM_228300	DOID_0090091	Orphanet_325448		MONDO_0009223	Q56.1	hypogonadotropic hypogonadism 23 with or without anosmia
MONDO_0010242	C537921	C1848171			OMIM_300073				MONDO_0010242		"fetal akinesia syndrome, X-linked"
MONDO_0016008	C537922	C0265372		NCIT_C98927			Orphanet_1912		MONDO_0016008	Q86.1	fetal hydantoin syndrome
MONDO_0023152	C537927	C2931666							MONDO_0023152		fibrocartilaginous embolism
MONDO_0012378	C537928				OMIM_609955				MONDO_0012378		GINGF3
MONDO_0007613	C537929	C1851111			OMIM_135580				MONDO_0007613		fibromuscular dysplasia of arteries
MONDO_0007225	C537930	C1862100			OMIM_113310		Orphanet_1118		MONDO_0007225	Q73.8	fibular aplasia-ectrodactyly syndrome
MONDO_0009231	C537931	C1856738			OMIM_228900	DOID_0050790	Orphanet_2639		MONDO_0009231	Q73.8	fibular hypoplasia and complex brachydactyly
MONDO_0012289	C537932				OMIM_609524	DOID_0080096	Orphanet_171445		MONDO_0012289	G71.8	myofibrillar myopathy 5
MONDO_0011049	C537933	C0795941	Orphanet_1272		OMIM_601353		Orphanet_1272		MONDO_0011049	Q87.8	Fine-Lubinsky syndrome
MONDO_0011308	C537934	C1864002			OMIM_603358		Orphanet_53693		MONDO_0011308	E88.8	gracile syndrome
MONDO_0023158	C537936								MONDO_0023158		Fitz-Hugh-Curtis syndrome
MONDO_0008440	C537937	C2931667			OMIM_182690		Orphanet_2820		MONDO_0008440		spastic paraplegia-nephritis-deafness syndrome
MONDO_0010045	C537938	C0795942			OMIM_270710		Orphanet_2823		MONDO_0010045	G82.1	paraplegia-brachydactyly-cone-shaped epiphysis syndrome
MONDO_0022020	C537939	C2931668							MONDO_0022020		boudhina yedes khiari syndrome
MONDO_0019867	C537940	C1096527					Orphanet_96061		MONDO_0019867	Q92.1	mosaic trisomy 8
MONDO_0016929	C537941						Orphanet_262638		MONDO_0016929		partial duplication of chromosome 8
MONDO_0043452	C537942			NCIT_C36396					MONDO_0043452		"chromosome 8, trisomy"
MONDO_0012290	C537943	C1836033			OMIM_609528	DOID_0060337	Orphanet_66631		MONDO_0012290	Q82.8	CEDNIK syndrome
MONDO_0015033	C537944|D028243	C2931672|C0268394					Orphanet_100006		MONDO_0015033	E85.4+|I68.0*	"ABeta amyloidosis, dutch type"
MONDO_0001167	C537945	C0270804		NCIT_C34781		DOID_10965			MONDO_0001167	G80.1	spastic diplegia
MONDO_0007300	C537946	C1861714			OMIM_117600				MONDO_0007300		cerebral sarcoma
MONDO_0019261	C537948	C0268281|C2931673					Orphanet_79263		MONDO_0019261	E75.4	infantile neuronal ceroid lipofuscinosis
MONDO_0019260	C537950	C2931675|CN205864|C0022797					Orphanet_79262		MONDO_0019260	E75.4	adult neuronal ceroid lipofuscinosis
MONDO_0012188	C537953				OMIM_609055	DOID_0110733	Orphanet_228357		MONDO_0012188	E75.4	neuronal ceroid lipofuscinosis 9
MONDO_0020374	C537955						Orphanet_98989		MONDO_0020374	Q12.0	cerulean cataract
MONDO_0016573	C537957	C1455728					Orphanet_243367		MONDO_0016573	O26.6	acute fatty liver of pregnancy
MONDO_0008894	C537959	C0796282			OMIM_211770		Orphanet_1375		MONDO_0008894	Q87.8	cataract-hypertrichosis-intellectual disability syndrome
MONDO_0022055	C537960	C0796276							MONDO_0022055		Calabro syndrome
MONDO_0022057	C537961	C0334574		NCIT_C54301					MONDO_0022057		calcifying epithelial odontogenic tumor
MONDO_0022060	C537962	C2931677							MONDO_0022060		calloso-genital dysplasia
MONDO_0010541	C537963				OMIM_302030		Orphanet_391327		MONDO_0010541	M85.2	X-linked calvarial hyperostosis
MONDO_0011419	C537964	C1858661			OMIM_604257				MONDO_0011419		camera-Marugo-Cohen syndrome
MONDO_0008926	C537965	C1859312|C2931277|C0220722		NCIT_C3817	OMIM_212540		Orphanet_1466		MONDO_0008926	Q87.1	COFS syndrome
MONDO_0008896	C537966	C1859371			OMIM_211890		Orphanet_1318		MONDO_0008896	Q87.8	"campomelia, Cumming type"
MONDO_0007249	C537967	C1861963			OMIM_114150		Orphanet_1319		MONDO_0007249	Q74.8	camptobrachydactyly
MONDO_0015271	C537968	C0264162					Orphanet_1320		MONDO_0015271	M43.8	idiopathic camptocormia
MONDO_0022633	C537969								MONDO_0022633		camptodactyly joint contractures and facial skeletal dysplasia
MONDO_0008898	C537970	C1859359|C2931679			OMIM_211910		Orphanet_1327		MONDO_0008898	Q87.1	"camptodactyly syndrome, Guadalajara type 1"
MONDO_0015272	C537972	C2931681					Orphanet_1325		MONDO_0015272	Q68.1	camptodactyly-taurinuria syndrome
MONDO_0022634	C537973	C2931682							MONDO_0022634		camptodactyly vertebral fusion
MONDO_0008900	C537974				OMIM_211930				MONDO_0008900		camptodactyly with fibrous tissue hyperplasia and skeletal dysplasia
MONDO_0012504	C537975	C1864852			OMIM_610474	DOID_0111160	Orphanet_85164		MONDO_0012504	Q87.2	camptodactyly-tall stature-scoliosis-hearing loss syndrome
MONDO_0008902	C537976	C1859355			OMIM_211965				MONDO_0008902		camptodactyly-ichthyosis syndrome
MONDO_0008904	C537977	C1859354			OMIM_211990				MONDO_0008904		"camptomelic syndrome, long-limb type"
MONDO_0011690	C537978	C2931683			OMIM_606631				MONDO_0011690		"Camurati-Engelmann disease, type 2"
MONDO_0019109	C537980	C2931684					Orphanet_71279		MONDO_0019109	G61.8	CANOMAD syndrome
MONDO_0016385	C537981	C2931685					Orphanet_2233		MONDO_0016385	Q87.8	hypogonadism-mitral valve prolapse-intellectual disability syndrome
MONDO_0010995	C537984	C0270913			OMIM_601098	DOID_0110151	Orphanet_101083		MONDO_0010995	G60.0	Charcot-Marie-Tooth disease type 1C
MONDO_0011890	C537985	C1843247			OMIM_607678	DOID_0110150	Orphanet_101084		MONDO_0011890	G60.0	Charcot-Marie-Tooth disease type 1D
MONDO_0007311	C537986|C538078	C2931686|C1861669			OMIM_118300	DOID_0110153	Orphanet_90658		MONDO_0007311	G60.0	Charcot-Marie-Tooth disease type 1E
MONDO_0011902	C537987	C1843164			OMIM_607734	DOID_0110149	Orphanet_101085		MONDO_0011902	G60.0	Charcot-Marie-Tooth disease type 1F
MONDO_0010949	C537989	C1833219			OMIM_600882	DOID_0110159	Orphanet_99936		MONDO_0010949	G60.0	Charcot-Marie-Tooth disease type 2B
MONDO_0011569	C537990	C1854154			OMIM_605588	DOID_0110156	Orphanet_98856		MONDO_0011569	G60.0	Charcot-Marie-Tooth disease type 2B1
MONDO_0011570	C537991	C1854150			OMIM_605589	DOID_0110179	Orphanet_101101		MONDO_0011570	G60.0	Charcot-Marie-Tooth disease type 2B2
MONDO_0011091	C537993	C1832274|C4274109		NCIT_C122659	OMIM_601472	DOID_0110164	Orphanet_99938		MONDO_0011091	G60.0	Charcot-Marie-Tooth disease type 2D
MONDO_0011894	C537994			NCIT_C134953	OMIM_607684	DOID_0110165	Orphanet_99939		MONDO_0011894	G60.0	Charcot-Marie-Tooth disease type 2E
MONDO_0016145	C537995	C2931687					Orphanet_207073		MONDO_0016145		qualitative or quantitative defects of dysferlin
MONDO_0007489	C537997	C0432282			OMIM_127800		Orphanet_1822		MONDO_0007489	Q74.8	dysplasia epiphysealis hemimelica
MONDO_0009140	C537998				OMIM_224410	DOID_0090032	Orphanet_1865		MONDO_0009140	Q77.7	Silverman-Handmaker type dyssegmental dysplasia
MONDO_0009139	C537999	C0432209			OMIM_224400		Orphanet_156731		MONDO_0009139	Q77.7	"dyssegmental dysplasia, Rolland-Desbuquois type"
MONDO_0007491	C538000	C1851955			OMIM_128000				MONDO_0007491		dystelephalangy
MONDO_0007496	C538001	C1868681			OMIM_128235	DOID_0090056	Orphanet_71517		MONDO_0007496	G24.1	dystonia 12
MONDO_0011844	C538002	C1843786			OMIM_607488	DOID_0090035			MONDO_0011844		myoclonic dystonia 15
MONDO_0011264	C538003	C1414216			OMIM_602629	DOID_0090039	Orphanet_98806		MONDO_0011264	G24.1	torsion dystonia 6
MONDO_0007492	C538005	C3888090|C0013423			OMIM_128100	DOID_0060730	Orphanet_256		MONDO_0007492	G24.1	early-onset generalized limb-onset dystonia
MONDO_0009141	C538006	C1857093		NCIT_C123415	OMIM_224500	DOID_0090038	Orphanet_99657		MONDO_0009141	G24.1	torsion dystonia 2
MONDO_0016812	C538007	C1851920		NCIT_C116719			Orphanet_255		MONDO_0016812	G24.8	dopa-responsive dystonia
MONDO_0008056	C538008	C2931688		NCIT_C84679	OMIM_160900	DOID_11722	Orphanet_273		MONDO_0008056	G71.1|G71.11	myotonic dystrophy type 1
MONDO_0023035	C538010								MONDO_0023035		eagle syndrome
MONDO_0018460	C538011	C0271073					Orphanet_40923		MONDO_0018460	H35.0	Eales disease
MONDO_0016817	C538012	C1868684				DOID_0060306	Orphanet_2554		MONDO_0016817	Q87.1	Meier-Gorlin syndrome
MONDO_0008842	C538013	C1859598			OMIM_208920	DOID_0050754	Orphanet_1168		MONDO_0008842	G11.3	ataxia with oculomotor apraxia type 1
MONDO_0007513	C538015	C1851850			OMIM_129550		Orphanet_3391		MONDO_0007513		ectodermal dysplasia with adrenal cyst
MONDO_0023043	C538016	C2931691							MONDO_0023043		ectodermal dysplasia alopecia preaxial polydactyly
MONDO_0010955	C538018	C1833169			OMIM_600906				MONDO_0010955		ectodermal dysplasia with intellectual disability and syndactyly
MONDO_0017013	C538019						Orphanet_264450		MONDO_0017013	Q92.2	trisomy 8p
MONDO_0015772	C538020	C0795829		NCIT_C36428			Orphanet_1752		MONDO_0015772	Q92.2	trisomy 8q
MONDO_0019905	C538022	C0265430|CN036105|C2931693					Orphanet_96173		MONDO_0019905	Q93.2	ring chromosome 9
MONDO_0008013	C538024	C0265425|C0795830			OMIM_158170	DOID_0060732	Orphanet_261112		MONDO_0008013	Q93.5	chromosome 9p deletion syndrome
MONDO_0015605	C538025						Orphanet_1642		MONDO_0015605	Q93.5	distal monosomy 9p
MONDO_0018030	C538027	C0795832					Orphanet_3310		MONDO_0018030	Q99.8	tetrasomy 9p
MONDO_0015726	C538034	CN036934|C2931702					Orphanet_1705		MONDO_0015726	Q92.3	distal trisomy 14q
MONDO_0019908	C538035	C2931703|CN035931					Orphanet_96177		MONDO_0019908	Q93.2	ring chromosome 15
MONDO_0015728	C538036	C2931705					Orphanet_1707		MONDO_0015728	Q92.3	distal trisomy 15q
MONDO_0015727	C538037	C2931707|CN035788					Orphanet_1706		MONDO_0015727	Q92.1	mosaic trisomy 15
MONDO_0016913	C538038						Orphanet_262119		MONDO_0016913	Q93.5	partial deletion of the long arm of chromosome 15
MONDO_0016965	C538040	C0795858					Orphanet_262950		MONDO_0016965		partial duplication of the long arm of chromosome 15
MONDO_0015729	C538041						Orphanet_1708		MONDO_0015729	Q92.1	mosaic trisomy 16
MONDO_0016966	C538042	CN036363					Orphanet_262959		MONDO_0016966		partial trisomy of the long arm of chromosome 16
MONDO_0015730	C538044	C1096168		NCIT_C37865			Orphanet_1711		MONDO_0015730	Q92.1	mosaic trisomy 17
MONDO_0022754	C538045	CN036220		NCIT_C36499					MONDO_0022754		chromosome 17p deletion
MONDO_0015433	C538046	C2931714					Orphanet_1441		MONDO_0015433	Q93.2	ring chromosome 17
MONDO_0016840	C538048	C0795865					Orphanet_261290		MONDO_0016840	Q92.2	trisomy 17p
MONDO_0009089	C538049	C1857333			OMIM_221740		Orphanet_3230		MONDO_0009089		deafness-oligodontia syndrome
MONDO_0010288	C538051	C1846044			OMIM_300270		Orphanet_977		MONDO_0010288		adrenomyodystrophy
MONDO_0007072	C538052	C1863204			OMIM_103285	DOID_0050601	Orphanet_978		MONDO_0007072	Q87.2	ADULT syndrome
MONDO_0021826	C538054	C2931717							MONDO_0021826		aerobic Actinomyces infection
MONDO_0012508	C538055	C1864848			OMIM_610483		Orphanet_83617		MONDO_0012508	Q87.0	agammaglobulinemia-microcephaly-craniosynostosis-severe dermatitis syndrome
MONDO_0011096	C538056	C1832241					Orphanet_33110		MONDO_0011096	D80.0	autosomal agammaglobulinemia
MONDO_0010296	C538057	C1845903			OMIM_300310				MONDO_0010296		AGMX2
MONDO_0021829	C538059	C2931718							MONDO_0021829		agnathia-microstomia-synotia
MONDO_0009246	C538061	C1856688			OMIM_229310				MONDO_0009246		Friedreich ataxia and congenital glaucoma
MONDO_0023194	C538062								MONDO_0023194		frints de Smet Fabry Fryns syndrome
MONDO_0009247	C538063	C2931720			OMIM_229400		Orphanet_1791		MONDO_0009247	Q75.8	frontofacionasal dysplasia
MONDO_0015942	C538064						Orphanet_1826		MONDO_0015942	Q78.5	frontometaphyseal dysplasia
MONDO_0016643	C538065	C1876203|C0432106		NCIT_C129028			Orphanet_250		MONDO_0016643	Q75.8	frontonasal dysplasia
MONDO_0009252	C538068	C0268160			OMIM_229800		Orphanet_2056		MONDO_0009252	E74.1|E74.11	essential fructosuria
MONDO_0008620	C538069	C1860614			OMIM_191440		Orphanet_2497		MONDO_0008620	Q78.8	upper limb mesomelic dysplasia
MONDO_0009253	C538070	C0220730		NCIT_C98932	OMIM_229850		Orphanet_2059		MONDO_0009253	Q87.8	Fryns syndrome
MONDO_0011069	C538072	C1832391			OMIM_601389				MONDO_0011069		"cervical ribs, Sprengel anomaly, anal atresia, and urethral obstruction"
MONDO_0008959	C538074	C0406733|CN199447			OMIM_214350		Orphanet_1401		MONDO_0008959		CHAND syndrome
MONDO_0016386	C538075	C2931722					Orphanet_2235		MONDO_0016386		hypogonadotropic hypogonadism-retinitis pigmentosa syndrome
MONDO_0010552	C538077	C1844864			OMIM_302803				MONDO_0010552		"Charcot-Marie-Tooth peroneal muscular atrophy, X-linked, with aplasia cutis congenita"
MONDO_0007312	C538079	C1861668			OMIM_118301				MONDO_0007312		Charcot-Marie-Tooth disease with ptosis and parkinsonism
MONDO_0005711	C538080	C0235833	EFO_0007216	NCIT_C98893		DOID_3827	Orphanet_2140		MONDO_0005711	K44.9|Q79.0	congenital diaphragmatic hernia
MONDO_0017471	C538081	C0345360					Orphanet_295036		MONDO_0017471	Q74.1	congenital patella dislocation
MONDO_0043085	C538085	CN035970							MONDO_0043085		"chromosome 1, uniparental disomy 1q12 q21"
MONDO_0015431	C538086	C0265438|C2931727|CN037257					Orphanet_1438		MONDO_0015431	Q93.2	ring chromosome 10
MONDO_0019884	C538087	C2931728|C2931731					Orphanet_96102		MONDO_0019884	Q92.3	distal trisomy 10q
MONDO_0008108	C538088	C0796092			OMIM_164180		Orphanet_1647		MONDO_0008108	Q87.8	oculocerebrocutaneous syndrome
MONDO_0010571	C538089	C1844696			OMIM_304120		Orphanet_90652		MONDO_0010571	Q87.0	otopalatodigital syndrome type 2
MONDO_0018364	C538090		Orphanet_398934	NCIT_C40026		DOID_2151	Orphanet_398934		MONDO_0018364		malignant epithelial tumor of ovary
MONDO_0010840	C538091	C1838491			OMIM_600176		Orphanet_2798		MONDO_0010840	G40.4	pachygyria-intellectual disability-epilepsy syndrome
MONDO_0012462	C538092	C1853215			OMIM_610279		Orphanet_329329		MONDO_0012462	Q04.3	autosomal recessive frontotemporal pachygyria
MONDO_0009827	C538094	C1850103			OMIM_260130				MONDO_0009827		"pachyonychia congenita, autosomal recessive"
MONDO_0008175	C538095	C1833676			OMIM_167220		Orphanet_1952		MONDO_0008175	Q77.8	pacman dysplasia
MONDO_0043162	C538100	C2931733							MONDO_0043162		pagon stephan syndrome
MONDO_0010707	C538101	C1412041			OMIM_311400				MONDO_0010707		Paine syndrome
MONDO_0009828	C538102	C1850102			OMIM_260150				MONDO_0009828		palant cleft palate syndrome
MONDO_0001332	C538103	C0085574				DOID_1166			MONDO_0001332	M12.3|M12.30	palindromic rheumatism
MONDO_0009830	C538104	C1850100			OMIM_260300	DOID_0060372	Orphanet_171695		MONDO_0009830	G20	parkinsonian-pyramidal syndrome
MONDO_0011146	C538105	C0265449		NCIT_C75458	OMIM_601803		Orphanet_884		MONDO_0011146	Q99.8	tetrasomy 12p
MONDO_0010708	C538106	C0796110			OMIM_311450		Orphanet_2804		MONDO_0010708	Q87.8	Pallister-W syndrome
MONDO_0043164	C538107	C2931734							MONDO_0043164		palmer pagon syndrome
MONDO_0008184	C538109	C1868659			OMIM_167755				MONDO_0008184		"pancreas, dorsal, agenesis of"
MONDO_0019668	C538110	C1142432|C4076724					Orphanet_93292		MONDO_0019668	D13.6	adenoma of pancreas
MONDO_0010813	C538111	C1838655			OMIM_600089		Orphanet_28455		MONDO_0010813		pancreatic beta cell agenesis with neonatal diabetes mellitus
MONDO_0016290	C538112	C2931736					Orphanet_2139		MONDO_0016290	Q87.8	Hern
MONDO_0022314	C538112								MONDO_0022314		Hernandez Aguirre-Negrete syndrome
MONDO_0008242	C538113	C1809475			OMIM_172500				MONDO_0008242		"photomyoclonus, diabetes mellitus, deafness, nephropathy, and cerebral dysfunction"
MONDO_0016016	C538114	C2931737					Orphanet_1920		MONDO_0016016	Q86.8	toluene embryopathy
MONDO_0007722	C538115				OMIM_142500			HP_0001100	MONDO_0007722		heterochromia iridis
MONDO_0010607	C538116	C1844020	EFO_0009136		OMIM_306955				MONDO_0010607		"heterotaxy, visceral, 1, X-linked"
MONDO_0013082	C538119	C2751683			OMIM_613013		Orphanet_2151		MONDO_0013082	Q43.1	Hirschsprung disease-ganglioneuroblastoma syndrome
MONDO_0009343	C538120|C565517	C1856111			OMIM_235750				MONDO_0009343		"Hirschsprung disease with ulnar polydactyly, polysyndactyly of big toes, and ventricular septal defect"
MONDO_0023579	C538125	C2931740							MONDO_0023579		Kuster Majewski Hammerstein syndrome
MONDO_0023581	C538126	C2931741							MONDO_0023581		Kuster syndrome
MONDO_0008881	C538128	C0432239			OMIM_211350		Orphanet_1801		MONDO_0008881		kyphomelic dysplasia
MONDO_0007869	C538130	C0263382			OMIM_149500				MONDO_0007869		Kyrle disease
MONDO_0043112	C538131	C2931742							MONDO_0043112		lachiewicz sibley syndrome
MONDO_0007872	C538132	C0265269			OMIM_149730	DOID_0050331	Orphanet_2363		MONDO_0007872	Q87.8	LADD syndrome
MONDO_0013047	C538133				OMIM_612933		Orphanet_284426		MONDO_0013047	E74.0	glycogen storage disease due to lactate dehydrogenase M-subunit deficiency
MONDO_0010531	C538135|C535465	C2931745|C1844935			OMIM_301815		Orphanet_1484		MONDO_0010531	Q87.8	contractures-ectodermal dysplasia-cleft lip/palate syndrome
MONDO_0010952	C538137	C1833213			OMIM_600886		Orphanet_163		MONDO_0010952	H26.0	hereditary hyperferritinemia with congenital cataracts
MONDO_0018459	C538138	C0574108					Orphanet_408		MONDO_0018459	E74.8	isolated glycerol kinase deficiency
MONDO_0009114	C538139	C1283620		NCIT_C128190	OMIM_222900		Orphanet_35122		MONDO_0009114	E74.3	congenital sucrase-isomaltase deficiency
MONDO_0010089	C538141				OMIM_272300		Orphanet_99731		MONDO_0010089	E72.1	isolated sulfite oxidase deficiency
MONDO_0010090	C538142	C1802405			OMIM_272350		Orphanet_3210		MONDO_0010090	Q82.0	Summitt syndrome
MONDO_0007706	C538144	C0472694			OMIM_140850		Orphanet_2124		MONDO_0007706	D18.0	cavernous hemangiomas of face-supraumbilical midline raphe syndrome
MONDO_0011746	C538148	C1847185			OMIM_606895				MONDO_0011746		"symphalangism, distal, with microdontia, dental pulp stones, and narrowed zygomatic arch"
MONDO_0008931	C538150	C1859309			OMIM_212780	DOID_0090015	Orphanet_3258		MONDO_0008931	Q78.4	Cenani-Lenz syndactyly syndrome
MONDO_0010092	C538152	C0795940			OMIM_272440		Orphanet_3255		MONDO_0010092	Q87.8	Filippi syndrome
MONDO_0021651	C538153			NCIT_C75003					MONDO_0021651		synpolydactyly
MONDO_0008514	C538154	C1861366			OMIM_186100		Orphanet_93404		MONDO_0008514	Q70.1	syndactyly type 3
MONDO_0008516	C538155	C1861348			OMIM_186300		Orphanet_93406		MONDO_0008516	Q70.2|Q70.0	syndactyly type 5
MONDO_0008518	C538156	C0175700			OMIM_186400	DOID_14762			MONDO_0008518		calcaneonavicular coalition
MONDO_0008523	C538157	C1861303		NCIT_C116794	OMIM_186580	DOID_0050678	Orphanet_90340		MONDO_0008523		Blau syndrome
MONDO_0009570	C538158	C0796038			OMIM_248950		Orphanet_2471		MONDO_0009570	Q87.8	McDonough syndrome
MONDO_0009367	C538159	C0948368			OMIM_236700		Orphanet_2473		MONDO_0009367	Q87.8	McKusick-Kaufman syndrome
MONDO_0011008	C538160	C2931750			OMIM_601165		Orphanet_2001		MONDO_0011008	Q87.8	cleft lip/palate-intestinal malrotation-cardiopathy syndrome
MONDO_0043125	C538161	C2931751							MONDO_0043125		mcpherson robertson cammarano syndrome
MONDO_0008880	C538164	C1859404			OMIM_211200		Orphanet_1271		MONDO_0008880		Bowen syndrome of multiple malformations
MONDO_0009475	C538167	C0268575		NCIT_C98964	OMIM_243500	DOID_14753	Orphanet_33		MONDO_0009475	E71.1|E71.110	isovaleric acidemia
